epoch,train_loss,train_bit_loss,train_segment_loss,train_weight_loss,train_confidence_loss,val_loss,val_bit_loss,val_segment_loss,val_weight_loss,val_confidence_loss,train_bit_precision,train_bit_recall,train_segment_acc,train_weight_acc,train_overflow_recall,train_confidence_acc,train_confidence_brier,val_bit_precision,val_bit_recall,val_segment_acc,val_weight_acc,val_overflow_recall,val_confidence_acc,val_confidence_brier
1,0.9232297227859497,0.5213572199344635,0.33308133375644683,0.6337079072475433,0.24232465850114823,0.6478528332710266,0.44064007234573366,0.19423045229911803,0.3073035192489624,0.1301110367178917,0.3319564167810227,0.8900750710872475,0.872953125,0.7714,0.9678009886295029,0.908975,0.07116136796325445,0.335095435840489,0.9358221947546314,0.9216249995231628,0.8806249995231629,0.9901766513788257,0.949,0.03777970944344997
2,0.6423348735809327,0.4385331456184387,0.1929220048904419,0.2946639236688614,0.14029778407812118,0.592847575187683,0.4312969725131989,0.18348648619651795,0.20433830761909486,0.12384663558006287,0.35492955740718424,0.918293080522597,0.921425,0.875025,0.9834512697682285,0.9431,0.041363909149169924,0.3537784866325092,0.9243739127588165,0.9231874990463257,0.9157499990463257,0.987854417891609,0.952125,0.03624741087853908
3,0.5960132702827453,0.4291973922252655,0.18149702739715576,0.21683887407779692,0.1281561173439026,0.5740612072944641,0.4276962835788727,0.17749171626567842,0.17443992054462432,0.11670717740058899,0.35444724857948157,0.9219722118700769,0.92418125,0.91465,0.9828017529233517,0.947175,0.03820550248622894,0.3679843253716547,0.9155721588878262,0.9252187495231629,0.9255,0.9950781428832096,0.9503749995231628,0.03532833805680275
4,0.5955982448577881,0.4295165816783905,0.1788741637468338,0.21978056538105012,0.12253595042228699,0.620873097896576,0.4328725657463074,0.18453676223754883,0.2499863795042038,0.16322478127479553,0.35220252196821805,0.9241191652079555,0.923525,0.913175,0.9815546956975709,0.949225,0.03688197969198227,0.32551797986704795,0.94605035978556,0.9209218759536744,0.88975,0.9967943666120882,0.9306249990463257,0.051317665308713914
5,0.5716531538963318,0.4242413670539856,0.1754244639158249,0.17840720381736755,0.11710782359838486,0.5751463174819946,0.4238446278572083,0.17463734138011933,0.19109962117671966,0.11235316288471221,0.35240833258739596,0.9260294155097645,0.924434375,0.92965,0.9823546115851008,0.950475,0.035720330607891086,0.35800198456133725,0.9241278751755365,0.9257812495231629,0.9158750004768371,0.9948817584097042,0.9504999995231629,0.03428369511663914
6,0.5540008367061615,0.420775097990036,0.17294721746444702,0.1473542697429657,0.11199931542873383,0.547882218837738,0.4235286726951599,0.17222161078453063,0.1324161914587021,0.09860291397571563,0.3528766768646642,0.9269966162623726,0.925446875,0.94395,0.9836780212493793,0.953725,0.033857859098911286,0.3727962742089956,0.9142529563910672,0.9259843745231628,0.9525000009536743,0.9666661319662267,0.9572500004768372,0.030634544014930726
7,0.555466353225708,0.4183600743293762,0.17121403148174286,0.16021548619270326,0.10827935134768486,0.5434089336395264,0.42160522437095643,0.1718147099018097,0.12752152013778686,0.09625346386432648,0.35425332558853767,0.9278196867494484,0.925915625,0.935125,0.9803227294760982,0.95345,0.033291507073491815,0.3399260140110719,0.9388253167077912,0.9259218754768371,0.955625,0.9769673416144079,0.958125,0.029852797627449034
8,0.5492356746673585,0.4183891005516052,0.17111857323646545,0.14499022490978242,0.10757454752922058,0.5384997458457946,0.4189756944179535,0.16957402455806733,0.1258645634651184,0.09153003323078156,0.35581718463015694,0.9270634448762514,0.9259625,0.942875,0.9820628299047185,0.95335,0.03300493097305298,0.3752084596314912,0.9140488333558736,0.92684375,0.9530000004768372,0.9927604547653797,0.9588749990463257,0.028685679629445075
9,0.5520507717132568,0.4179312417030335,0.17020726709365844,0.157799252641201,0.09968821048736572,0.5467547874450683,0.41768101358413695,0.17148074769973756,0.14507581466436387,0.0979960861802101,0.35526495106546746,0.927329635423246,0.925928125,0.937725,0.980576353304208,0.95625,0.030815787693858145,0.34666744572274205,0.9354915619441971,0.926171875,0.9402499995231628,0.9967597983317398,0.95775,0.030691535383462906
10,0.5382815473079682,0.4154703028678894,0.16760154249668122,0.13569030849933625,0.0912733032822609,0.5241140441894532,0.4175288622379303,0.16781865644454957,0.10449833810329437,0.07220125967264175,0.35583875665927467,0.9281036067818126,0.927478125,0.946925,0.9833787150271409,0.960175,0.028124088871479033,0.37185187171689793,0.9183609726607039,0.9282968745231629,0.9632500009536743,0.9942286265550844,0.9687499990463256,0.022467122703790664
11,0.5386208068847657,0.4140456199169159,0.16629158103466035,0.14332292816638947,0.08679268591403962,0.5365046963691712,0.41838882875442507,0.16598953700065613,0.13406718289852143,0.07346057653427124,0.35568603115110653,0.9286610484484823,0.927646875,0.943525,0.9824107513321464,0.9633,0.026473926281929017,0.34244637995611965,0.9387008773456664,0.9286874990463256,0.9432500009536743,0.9942214899053152,0.9675000009536743,0.023016685888171195
12,0.527954506444931,0.4141528305530548,0.16605239050388337,0.12007258009314536,0.07978463414907455,0.5328335585594177,0.4205833611488342,0.17624211478233337,0.10077794849872589,0.09533185267448425,0.35722059082829066,0.9280380949300712,0.927975,0.95405,0.9836177881861624,0.966025,0.024318515093624593,0.3690182323658835,0.9209630848221991,0.9247812504768371,0.9656249995231628,0.9825197604748315,0.9577499995231629,0.02955205976963043
